seed,param,cos_A_pre,cos_B_pre,cos_A_B,relL2_A_pre
4,transformer.layers.3.norm2.bias,0.9331,0.0687,0.0878,0.4198
4,transformer.layers.4.self_attn.in_proj_weight,0.4596,0.0030,0.0012,1.0614
4,transformer.layers.4.self_attn.in_proj_bias,0.5269,-0.0170,-0.0863,1.0665
4,transformer.layers.4.self_attn.out_proj.weight,0.3471,0.0047,0.0008,1.5700
4,transformer.layers.4.self_attn.out_proj.bias,0.6827,-0.1391,-0.0585,0.7347
4,transformer.layers.4.linear1.weight,0.5402,0.0150,0.0068,1.0453
4,transformer.layers.4.linear1.bias,0.8135,0.7915,0.7562,0.5940
4,transformer.layers.4.linear2.weight,0.3631,-0.0036,-0.0016,1.3674
4,transformer.layers.4.linear2.bias,0.4185,0.0866,0.0277,1.8290
4,transformer.layers.4.norm1.weight,0.9695,0.9739,0.9843,0.2808
4,transformer.layers.4.norm1.bias,0.7561,0.0327,-0.0034,0.6915
4,transformer.layers.4.norm2.weight,0.9513,0.8886,0.9437,0.3094
4,transformer.layers.4.norm2.bias,0.9142,0.0670,0.0406,0.4289
4,transformer.layers.5.self_attn.in_proj_weight,0.4362,0.0021,0.0000,1.1107
4,transformer.layers.5.self_attn.in_proj_bias,0.1132,-0.0373,0.0242,2.0481
4,transformer.layers.5.self_attn.out_proj.weight,0.3739,-0.0021,0.0017,1.4011
4,transformer.layers.5.self_attn.out_proj.bias,0.2854,0.0557,0.0882,1.5677
4,transformer.layers.5.linear1.weight,0.3966,0.0020,-0.0039,1.2732
4,transformer.layers.5.linear1.bias,0.7516,0.4314,0.4882,0.6652
4,transformer.layers.5.linear2.weight,0.2743,-0.0039,-0.0007,1.5169
4,transformer.layers.5.linear2.bias,0.5071,0.0314,-0.0003,1.1596
4,transformer.layers.5.norm1.weight,0.9790,0.9690,0.9861,0.2719
4,transformer.layers.5.norm1.bias,0.0574,0.0115,0.0421,1.7533
4,transformer.layers.5.norm2.weight,0.9441,0.9245,0.9466,0.4736
4,transformer.layers.5.norm2.bias,0.7177,-0.0727,-0.0199,0.7389
4,final_norm.weight,0.5435,0.6521,0.4730,3.2467
4,final_norm.bias,0.5998,-0.1759,-0.0845,0.8140
